session,bbid,ward,alderperson,vote
2016-2017,117,5,Tammika Hubbard,Aye
2016-2017,117,6,Christine Ingrassia,Aye
2016-2017,117,7,Jack Coatar,Aye
2016-2017,117,8,Stephen Conway,Aye
2016-2017,117,9,Kenneth Ortmann,Aye
2016-2017,117,10,Joseph Vollmer,Aye
2016-2017,117,11,Thomas A Villa,Aye
2016-2017,117,12,Larry Arnowitz,Aye
2016-2017,117,13,Beth Murphy,Aye
2016-2017,117,14,Carol Howard,Aye
2016-2017,117,15,Megan E. Green,Aye
2016-2017,117,16,Donna Baringer,Aye
2016-2017,117,17,Joseph D Roddy,Aye
2016-2017,117,18,Terry Kennedy,Aye
2016-2017,117,19,Marlene E Davis,Aye
2016-2017,117,20,Cara Spencer,Aye
2016-2017,117,21,Antonio D French,Aye
2016-2017,117,24,Scott Ogilvie,Aye
2016-2017,117,25,Shane Cohn,Aye
2016-2017,117,26,Frank Williamson,Aye
2016-2017,117,27,Chris Carter,Aye
2016-2017,117,28,Lyda Krewson,Aye
2016-2017,117,President,Lewis E Reed,Aye
2016-2017,117,23,Joseph Vaccaro,No
2016-2017,117,22,Jeffrey L Boyd,Absent
2016-2017,118,1,Sharon Tyus,Aye
2016-2017,118,2,Dionne Flowers,Aye
2016-2017,118,3,Freeman M Bosley Sr.,Aye
2016-2017,118,4,Samuel L Moore,Aye
2016-2017,118,5,Tammika Hubbard,Aye
2016-2017,118,6,Christine Ingrassia,Aye
2016-2017,118,7,Jack Coatar,Aye
2016-2017,118,8,Stephen Conway,Aye
2016-2017,118,9,Kenneth Ortmann,Aye
2016-2017,118,10,Joseph Vollmer,Aye
2016-2017,118,11,Thomas A Villa,Aye
2016-2017,118,12,Larry Arnowitz,Aye
2016-2017,118,13,Beth Murphy,Aye
2016-2017,118,14,Carol Howard,Aye
2016-2017,118,15,Megan E. Green,Aye
2016-2017,118,16,Donna Baringer,Aye
2016-2017,118,17,Joseph D Roddy,Aye
2016-2017,118,18,Terry Kennedy,Aye
2016-2017,118,19,Marlene E Davis,Aye
2016-2017,118,20,Cara Spencer,Aye
2016-2017,118,21,Antonio D French,Aye
2016-2017,118,24,Scott Ogilvie,Aye
2016-2017,118,25,Shane Cohn,Aye
2016-2017,118,26,Frank Williamson,Aye
2016-2017,118,27,Chris Carter,Aye
2016-2017,118,28,Lyda Krewson,Aye
2016-2017,118,President,Lewis E Reed,Aye
2016-2017,118,23,Joseph Vaccaro,No
2016-2017,118,22,Jeffrey L Boyd,Absent
2016-2017,120,1,Sharon Tyus,Aye
2016-2017,120,2,Dionne Flowers,Aye
2016-2017,120,3,Freeman M Bosley Sr.,Aye
2016-2017,120,4,Samuel L Moore,Aye
2016-2017,120,5,Tammika Hubbard,Aye
2016-2017,120,6,Christine Ingrassia,Aye
2016-2017,120,7,Jack Coatar,Aye
2016-2017,120,8,Stephen Conway,Aye
2016-2017,120,9,Kenneth Ortmann,Aye
2016-2017,120,10,Joseph Vollmer,Aye
2016-2017,120,11,Thomas A Villa,Aye
2016-2017,120,12,Larry Arnowitz,Aye
2016-2017,120,13,Beth Murphy,Aye
2016-2017,120,14,Carol Howard,Aye
2016-2017,120,15,Megan E. Green,Aye
2016-2017,120,16,Donna Baringer,Aye
2016-2017,120,17,Joseph D Roddy,Aye
2016-2017,120,18,Terry Kennedy,Aye
2016-2017,120,19,Marlene E Davis,Aye
2016-2017,120,20,Cara Spencer,Aye
2016-2017,120,21,Antonio D French,Aye
2016-2017,120,24,Scott Ogilvie,Aye
2016-2017,120,25,Shane Cohn,Aye
2016-2017,120,26,Frank Williamson,Aye
2016-2017,120,27,Chris Carter,Aye
2016-2017,120,28,Lyda Krewson,Aye
2016-2017,120,President,Lewis E Reed,Aye
2016-2017,120,23,Joseph Vaccaro,No
2016-2017,120,22,Jeffrey L Boyd,Absent
2016-2017,122,1,Sharon Tyus,Aye
2016-2017,122,2,Dionne Flowers,Aye
2016-2017,122,3,Freeman M Bosley Sr.,Aye
2016-2017,122,4,Samuel L Moore,Aye
2016-2017,122,5,Tammika Hubbard,Aye
2016-2017,122,6,Christine Ingrassia,Aye
2016-2017,122,7,Jack Coatar,Aye
2016-2017,122,8,Stephen Conway,Aye
2016-2017,122,9,Kenneth Ortmann,Aye
2016-2017,122,10,Joseph Vollmer,Aye
2016-2017,122,11,Thomas A Villa,Aye
2016-2017,122,12,Larry Arnowitz,Aye
2016-2017,122,13,Beth Murphy,Aye
2016-2017,122,14,Carol Howard,Aye
2016-2017,122,15,Megan E. Green,Aye
2016-2017,122,16,Donna Baringer,Aye
2016-2017,122,17,Joseph D Roddy,Aye
2016-2017,122,18,Terry Kennedy,Aye
2016-2017,122,19,Marlene E Davis,Aye
2016-2017,122,20,Cara Spencer,Aye
2016-2017,122,21,Antonio D French,Aye
2016-2017,122,24,Scott Ogilvie,Aye
2016-2017,122,25,Shane Cohn,Aye
2016-2017,122,26,Frank Williamson,Aye
2016-2017,122,27,Chris Carter,Aye
2016-2017,122,28,Lyda Krewson,Aye
2016-2017,122,President,Lewis E Reed,Aye
2016-2017,122,23,Joseph Vaccaro,No
2016-2017,122,22,Jeffrey L Boyd,Absent
2016-2017,123,1,Sharon Tyus,Aye
2016-2017,123,2,Dionne Flowers,Aye
2016-2017,123,3,Freeman M Bosley Sr.,Aye
2016-2017,123,4,Samuel L Moore,Aye
2016-2017,123,5,Tammika Hubbard,Aye
2016-2017,123,6,Christine Ingrassia,Aye
2016-2017,123,7,Jack Coatar,Aye
2016-2017,123,8,Stephen Conway,Aye
2016-2017,123,9,Kenneth Ortmann,Aye
2016-2017,123,10,Joseph Vollmer,Aye
2016-2017,123,11,Thomas A Villa,Aye
2016-2017,123,12,Larry Arnowitz,Aye
2016-2017,123,13,Beth Murphy,Aye
2016-2017,123,14,Carol Howard,Aye
2016-2017,123,15,Megan E. Green,Aye
2016-2017,123,16,Donna Baringer,Aye
2016-2017,123,17,Joseph D Roddy,Aye
2016-2017,123,18,Terry Kennedy,Aye
2016-2017,123,19,Marlene E Davis,Aye
2016-2017,123,20,Cara Spencer,Aye
2016-2017,123,21,Antonio D French,Aye
2016-2017,123,24,Scott Ogilvie,Aye
2016-2017,123,25,Shane Cohn,Aye
2016-2017,123,26,Frank Williamson,Aye
2016-2017,123,27,Chris Carter,Aye
2016-2017,123,28,Lyda Krewson,Aye
2016-2017,123,President,Lewis E Reed,Aye
2016-2017,123,23,Joseph Vaccaro,No
2016-2017,123,22,Jeffrey L Boyd,Absent
2016-2017,124,1,Sharon Tyus,Aye
2016-2017,124,2,Dionne Flowers,Aye
2016-2017,124,3,Freeman M Bosley Sr.,Aye
2016-2017,124,4,Samuel L Moore,Aye
2016-2017,124,5,Tammika Hubbard,Aye
2016-2017,124,6,Christine Ingrassia,Aye
2016-2017,124,7,Jack Coatar,Aye
2016-2017,124,8,Stephen Conway,Aye
2016-2017,124,9,Kenneth Ortmann,Aye
2016-2017,124,10,Joseph Vollmer,Aye
2016-2017,124,11,Thomas A Villa,Aye
2016-2017,124,12,Larry Arnowitz,Aye
2016-2017,124,13,Beth Murphy,Aye
2016-2017,124,14,Carol Howard,Aye
2016-2017,124,15,Megan E. Green,Aye
2016-2017,124,16,Donna Baringer,Aye
2016-2017,124,17,Joseph D Roddy,Aye
2016-2017,124,18,Terry Kennedy,Aye
2016-2017,124,19,Marlene E Davis,Aye
2016-2017,124,20,Cara Spencer,Aye
2016-2017,124,21,Antonio D French,Aye
2016-2017,124,24,Scott Ogilvie,Aye
2016-2017,124,25,Shane Cohn,Aye
2016-2017,124,26,Frank Williamson,Aye
2016-2017,124,27,Chris Carter,Aye
2016-2017,124,28,Lyda Krewson,Aye
2016-2017,124,President,Lewis E Reed,Aye
2016-2017,124,23,Joseph Vaccaro,No
2016-2017,124,22,Jeffrey L Boyd,Absent
2016-2017,128,1,Sharon Tyus,Aye
2016-2017,128,2,Dionne Flowers,Aye
2016-2017,128,3,Freeman M Bosley Sr.,Aye
2016-2017,128,4,Samuel L Moore,Aye
2016-2017,128,5,Tammika Hubbard,Aye
2016-2017,128,6,Christine Ingrassia,Aye
2016-2017,128,7,Jack Coatar,Aye
2016-2017,128,8,Stephen Conway,Aye
2016-2017,128,9,Kenneth Ortmann,Aye
2016-2017,128,10,Joseph Vollmer,Aye
2016-2017,128,11,Thomas A Villa,Aye
2016-2017,128,12,Larry Arnowitz,Aye
2016-2017,128,13,Beth Murphy,Aye
2016-2017,128,14,Carol Howard,Aye
2016-2017,128,15,Megan E. Green,Aye
2016-2017,128,16,Donna Baringer,Aye
2016-2017,128,17,Joseph D Roddy,Aye
2016-2017,128,18,Terry Kennedy,Aye
2016-2017,128,19,Marlene E Davis,Aye
2016-2017,128,20,Cara Spencer,Aye
2016-2017,128,21,Antonio D French,Aye
2016-2017,128,24,Scott Ogilvie,Aye
2016-2017,128,25,Shane Cohn,Aye
2016-2017,128,26,Frank Williamson,Aye
2016-2017,128,27,Chris Carter,Aye
2016-2017,128,28,Lyda Krewson,Aye
2016-2017,128,President,Lewis E Reed,Aye
2016-2017,128,23,Joseph Vaccaro,No
2016-2017,128,22,Jeffrey L Boyd,Absent
2016-2017,129,1,Sharon Tyus,Aye
2016-2017,129,2,Dionne Flowers,Aye
2016-2017,129,3,Freeman M Bosley Sr.,Aye
2016-2017,129,4,Samuel L Moore,Aye
2016-2017,129,5,Tammika Hubbard,Aye
2016-2017,129,6,Christine Ingrassia,Aye
2016-2017,129,7,Jack Coatar,Aye
2016-2017,129,8,Stephen Conway,Aye
2016-2017,129,9,Kenneth Ortmann,Aye
2016-2017,129,10,Joseph Vollmer,Aye
2016-2017,129,11,Thomas A Villa,Aye
2016-2017,129,12,Larry Arnowitz,Aye
2016-2017,129,13,Beth Murphy,Aye
2016-2017,129,14,Carol Howard,Aye
2016-2017,129,15,Megan E. Green,Aye
2016-2017,129,16,Donna Baringer,Aye
2016-2017,129,17,Joseph D Roddy,Aye
2016-2017,129,18,Terry Kennedy,Aye
2016-2017,129,19,Marlene E Davis,Aye
2016-2017,129,20,Cara Spencer,Aye
2016-2017,129,21,Antonio D French,Aye
2016-2017,129,24,Scott Ogilvie,Aye
2016-2017,129,25,Shane Cohn,Aye
2016-2017,129,26,Frank Williamson,Aye
2016-2017,129,27,Chris Carter,Aye
2016-2017,129,28,Lyda Krewson,Aye
2016-2017,129,President,Lewis E Reed,Aye
2016-2017,129,23,Joseph Vaccaro,No
2016-2017,129,22,Jeffrey L Boyd,Absent
2016-2017,130,1,Sharon Tyus,Aye
2016-2017,130,2,Dionne Flowers,Aye
2016-2017,130,3,Freeman M Bosley Sr.,Aye
2016-2017,130,4,Samuel L Moore,Aye
2016-2017,130,5,Tammika Hubbard,Aye
2016-2017,130,6,Christine Ingrassia,Aye
2016-2017,130,7,Jack Coatar,Aye
2016-2017,130,8,Stephen Conway,Aye
2016-2017,130,9,Kenneth Ortmann,Aye
2016-2017,130,10,Joseph Vollmer,Aye
2016-2017,130,11,Thomas A Villa,Aye
2016-2017,130,12,Larry Arnowitz,Aye
2016-2017,130,13,Beth Murphy,Aye
2016-2017,130,14,Carol Howard,Aye
2016-2017,130,15,Megan E. Green,Aye
2016-2017,130,16,Donna Baringer,Aye
2016-2017,130,17,Joseph D Roddy,Aye
2016-2017,130,18,Terry Kennedy,Aye
2016-2017,130,19,Marlene E Davis,Aye
2016-2017,130,20,Cara Spencer,Aye
2016-2017,130,21,Antonio D French,Aye
2016-2017,130,24,Scott Ogilvie,Aye
2016-2017,130,25,Shane Cohn,Aye
2016-2017,130,26,Frank Williamson,Aye
2016-2017,130,27,Chris Carter,Aye
2016-2017,130,28,Lyda Krewson,Aye
2016-2017,130,President,Lewis E Reed,Aye
2016-2017,130,23,Joseph Vaccaro,No
2016-2017,130,22,Jeffrey L Boyd,Absent
2016-2017,131,1,Sharon Tyus,Aye
2016-2017,131,2,Dionne Flowers,Aye
2016-2017,131,3,Freeman M Bosley Sr.,Aye
2016-2017,131,4,Samuel L Moore,Aye
2016-2017,131,5,Tammika Hubbard,Aye
2016-2017,131,6,Christine Ingrassia,Aye
2016-2017,131,7,Jack Coatar,Aye
2016-2017,131,8,Stephen Conway,Aye
2016-2017,131,9,Kenneth Ortmann,Aye
2016-2017,131,10,Joseph Vollmer,Aye
2016-2017,131,11,Thomas A Villa,Aye
2016-2017,131,12,Larry Arnowitz,Aye
2016-2017,131,13,Beth Murphy,Aye
2016-2017,131,14,Carol Howard,Aye
2016-2017,131,15,Megan E. Green,Aye
2016-2017,131,16,Donna Baringer,Aye
2016-2017,131,17,Joseph D Roddy,Aye
2016-2017,131,18,Terry Kennedy,Aye
2016-2017,131,19,Marlene E Davis,Aye
2016-2017,131,20,Cara Spencer,Aye
2016-2017,131,21,Antonio D French,Aye
2016-2017,131,24,Scott Ogilvie,Aye
2016-2017,131,25,Shane Cohn,Aye
2016-2017,131,26,Frank Williamson,Aye
2016-2017,131,27,Chris Carter,Aye
2016-2017,131,28,Lyda Krewson,Aye
2016-2017,131,President,Lewis E Reed,Aye
2016-2017,131,23,Joseph Vaccaro,No
2016-2017,131,22,Jeffrey L Boyd,Absent
2016-2017,133,1,Sharon Tyus,Aye
2016-2017,133,2,Dionne Flowers,Aye
2016-2017,133,3,Freeman M Bosley Sr.,Aye
2016-2017,133,4,Samuel L Moore,Aye
2016-2017,133,5,Tammika Hubbard,Aye
2016-2017,133,6,Christine Ingrassia,Aye
2016-2017,133,7,Jack Coatar,Aye
2016-2017,133,8,Stephen Conway,Aye
2016-2017,133,9,Kenneth Ortmann,Aye
2016-2017,133,10,Joseph Vollmer,Aye
2016-2017,133,11,Thomas A Villa,Aye
2016-2017,133,12,Larry Arnowitz,Aye
2016-2017,133,13,Beth Murphy,Aye
2016-2017,133,14,Carol Howard,Aye
2016-2017,133,15,Megan E. Green,Aye
2016-2017,133,16,Donna Baringer,Aye
2016-2017,133,17,Joseph D Roddy,Aye
2016-2017,133,18,Terry Kennedy,Aye
2016-2017,133,19,Marlene E Davis,Aye
2016-2017,133,20,Cara Spencer,Aye
2016-2017,133,21,Antonio D French,Aye
2016-2017,133,24,Scott Ogilvie,Aye
2016-2017,133,25,Shane Cohn,Aye
2016-2017,133,26,Frank Williamson,Aye
2016-2017,133,27,Chris Carter,Aye
2016-2017,133,28,Lyda Krewson,Aye
2016-2017,133,President,Lewis E Reed,Aye
2016-2017,133,23,Joseph Vaccaro,No
2016-2017,133,22,Jeffrey L Boyd,Absent
2016-2017,135,1,Sharon Tyus,Aye
2016-2017,135,2,Dionne Flowers,Aye
2016-2017,135,3,Freeman M Bosley Sr.,Aye
2016-2017,135,4,Samuel L Moore,Aye
2016-2017,135,5,Tammika Hubbard,Aye
2016-2017,135,6,Christine Ingrassia,Aye
2016-2017,135,7,Jack Coatar,Aye
2016-2017,135,8,Stephen Conway,Aye
2016-2017,135,9,Kenneth Ortmann,Aye
2016-2017,135,10,Joseph Vollmer,Aye
2016-2017,135,11,Thomas A Villa,Aye
2016-2017,135,12,Larry Arnowitz,Aye
2016-2017,135,13,Beth Murphy,Aye
2016-2017,135,14,Carol Howard,Aye
2016-2017,135,15,Megan E. Green,Aye
2016-2017,135,16,Donna Baringer,Aye
2016-2017,135,17,Joseph D Roddy,Aye
2016-2017,135,18,Terry Kennedy,Aye
2016-2017,135,19,Marlene E Davis,Aye
2016-2017,135,20,Cara Spencer,Aye
2016-2017,135,21,Antonio D French,Aye
2016-2017,135,24,Scott Ogilvie,Aye
2016-2017,135,25,Shane Cohn,Aye
2016-2017,135,26,Frank Williamson,Aye
2016-2017,135,27,Chris Carter,Aye
2016-2017,135,28,Lyda Krewson,Aye
2016-2017,135,President,Lewis E Reed,Aye
2016-2017,135,23,Joseph Vaccaro,No
2016-2017,135,22,Jeffrey L Boyd,Absent
2016-2017,138,1,Sharon Tyus,Aye
2016-2017,138,2,Dionne Flowers,Aye
2016-2017,138,3,Freeman M Bosley Sr.,Aye
2016-2017,138,4,Samuel L Moore,Aye
2016-2017,138,5,Tammika Hubbard,Aye
2016-2017,138,6,Christine Ingrassia,Aye
2016-2017,138,7,Jack Coatar,Aye
2016-2017,138,8,Stephen Conway,Aye
2016-2017,138,9,Kenneth Ortmann,Aye
2016-2017,138,10,Joseph Vollmer,Aye
2016-2017,138,11,Thomas A Villa,Aye
2016-2017,138,12,Larry Arnowitz,Aye
2016-2017,138,13,Beth Murphy,Aye
2016-2017,138,14,Carol Howard,Aye
2016-2017,138,15,Megan E. Green,Aye
2016-2017,138,16,Donna Baringer,Aye
2016-2017,138,17,Joseph D Roddy,Aye
2016-2017,138,18,Terry Kennedy,Aye
2016-2017,138,19,Marlene E Davis,Aye
2016-2017,138,20,Cara Spencer,Aye
2016-2017,138,21,Antonio D French,Aye
2016-2017,138,24,Scott Ogilvie,Aye
2016-2017,138,25,Shane Cohn,Aye
2016-2017,138,26,Frank Williamson,Aye
2016-2017,138,27,Chris Carter,Aye
2016-2017,138,28,Lyda Krewson,Aye
2016-2017,138,President,Lewis E Reed,Aye
2016-2017,138,23,Joseph Vaccaro,No
2016-2017,138,22,Jeffrey L Boyd,Absent
2016-2017,141,1,Sharon Tyus,Aye
2016-2017,141,2,Dionne Flowers,Aye
2016-2017,141,3,Freeman M Bosley Sr.,Aye
2016-2017,141,4,Samuel L Moore,Aye
2016-2017,141,5,Tammika Hubbard,Aye
2016-2017,141,6,Christine Ingrassia,Aye
2016-2017,141,7,Jack Coatar,Aye
2016-2017,141,8,Stephen Conway,Aye
2016-2017,141,9,Kenneth Ortmann,Aye
2016-2017,141,10,Joseph Vollmer,Aye
2016-2017,141,11,Thomas A Villa,Aye
2016-2017,141,12,Larry Arnowitz,Aye
2016-2017,141,13,Beth Murphy,Aye
2016-2017,141,14,Carol Howard,Aye
2016-2017,141,15,Megan E. Green,Aye
2016-2017,141,16,Donna Baringer,Aye
2016-2017,141,17,Joseph D Roddy,Aye
2016-2017,141,18,Terry Kennedy,Aye
2016-2017,141,19,Marlene E Davis,Aye
2016-2017,141,20,Cara Spencer,Aye
2016-2017,141,21,Antonio D French,Aye
2016-2017,141,24,Scott Ogilvie,Aye
2016-2017,141,25,Shane Cohn,Aye
2016-2017,141,26,Frank Williamson,Aye
2016-2017,141,27,Chris Carter,Aye
2016-2017,141,28,Lyda Krewson,Aye
2016-2017,141,President,Lewis E Reed,Aye
2016-2017,141,23,Joseph Vaccaro,No
2016-2017,141,22,Jeffrey L Boyd,Absent
2016-2017,106,1,Sharon Tyus,Aye
2016-2017,106,2,Dionne Flowers,Aye
2016-2017,106,3,Freeman M Bosley Sr.,Aye
2016-2017,106,4,Samuel L Moore,Aye
2016-2017,106,5,Tammika Hubbard,Aye
2016-2017,106,6,Christine Ingrassia,Aye
2016-2017,106,7,Jack Coatar,Aye
2016-2017,106,8,Stephen Conway,Aye
2016-2017,106,9,Kenneth Ortmann,Aye
2016-2017,106,10,Joseph Vollmer,Aye
2016-2017,106,11,Thomas A Villa,Aye
2016-2017,106,12,Larry Arnowitz,Aye
2016-2017,106,13,Beth Murphy,Aye
2016-2017,106,14,Carol Howard,Aye
2016-2017,106,15,Megan E. Green,Aye
2016-2017,106,16,Donna Baringer,Aye
2016-2017,106,17,Joseph D Roddy,Aye
2016-2017,106,18,Terry Kennedy,Aye
2016-2017,106,19,Marlene E Davis,Aye
2016-2017,106,20,Cara Spencer,Aye
2016-2017,106,21,Antonio D French,Aye
2016-2017,106,23,Joseph Vaccaro,Aye
2016-2017,106,24,Scott Ogilvie,Aye
2016-2017,106,25,Shane Cohn,Aye
2016-2017,106,26,Frank Williamson,Aye
2016-2017,106,27,Chris Carter,Aye
2016-2017,106,28,Lyda Krewson,Aye
2016-2017,106,President,Lewis E Reed,Aye
2016-2017,106,22,Jeffrey L Boyd,Absent
2016-2017,103,1,Sharon Tyus,Aye
2016-2017,103,3,Freeman M Bosley Sr.,Aye
2016-2017,103,4,Samuel L Moore,Aye
2016-2017,103,6,Christine Ingrassia,Aye
2016-2017,103,7,Jack Coatar,Aye
2016-2017,103,8,Stephen Conway,Aye
2016-2017,103,9,Kenneth Ortmann,Aye
2016-2017,103,10,Joseph Vollmer,Aye
2016-2017,103,11,Thomas A Villa,Aye
2016-2017,103,12,Larry Arnowitz,Aye
2016-2017,103,13,Beth Murphy,Aye
2016-2017,103,14,Carol Howard,Aye
2016-2017,103,15,Megan E. Green,Aye
2016-2017,103,16,Donna Baringer,Aye
2016-2017,103,18,Terry Kennedy,Aye
2016-2017,103,19,Marlene E Davis,Aye
2016-2017,103,20,Cara Spencer,Aye
2016-2017,103,21,Antonio D French,Aye
2016-2017,103,22,Jeffrey L Boyd,Aye
2016-2017,103,23,Joseph Vaccaro,Aye
2016-2017,103,24,Scott Ogilvie,Aye
2016-2017,103,25,Shane Cohn,Aye
2016-2017,103,26,Frank Williamson,Aye
2016-2017,103,27,Chris Carter,Aye
2016-2017,103,28,Lyda Krewson,Aye
2016-2017,103,President,Lewis E Reed,Aye
2016-2017,103,2,Dionne Flowers,Absent
2016-2017,103,5,Tammika Hubbard,Absent
2016-2017,103,17,Joseph D Roddy,Absent
2016-2017,105,1,Sharon Tyus,Aye
2016-2017,105,3,Freeman M Bosley Sr.,Aye
2016-2017,105,4,Samuel L Moore,Aye
2016-2017,105,6,Christine Ingrassia,Aye
2016-2017,105,7,Jack Coatar,Aye
2016-2017,105,8,Stephen Conway,Aye
2016-2017,105,9,Kenneth Ortmann,Aye
2016-2017,105,10,Joseph Vollmer,Aye
2016-2017,105,11,Thomas A Villa,Aye
2016-2017,105,12,Larry Arnowitz,Aye
2016-2017,105,13,Beth Murphy,Aye
2016-2017,105,14,Carol Howard,Aye
2016-2017,105,15,Megan E. Green,Aye
2016-2017,105,16,Donna Baringer,Aye
2016-2017,105,18,Terry Kennedy,Aye
2016-2017,105,19,Marlene E Davis,Aye
2016-2017,105,20,Cara Spencer,Aye
2016-2017,105,21,Antonio D French,Aye
2016-2017,105,22,Jeffrey L Boyd,Aye
2016-2017,105,23,Joseph Vaccaro,Aye
2016-2017,105,24,Scott Ogilvie,Aye
2016-2017,105,25,Shane Cohn,Aye
2016-2017,105,26,Frank Williamson,Aye
2016-2017,105,27,Chris Carter,Aye
2016-2017,105,28,Lyda Krewson,Aye
2016-2017,105,President,Lewis E Reed,Aye
2016-2017,105,2,Dionne Flowers,Absent
2016-2017,105,5,Tammika Hubbard,Absent
2016-2017,105,17,Joseph D Roddy,Absent
2016-2017,127,1,Sharon Tyus,Aye
2016-2017,127,3,Freeman M Bosley Sr.,Aye
2016-2017,127,4,Samuel L Moore,Aye
2016-2017,127,6,Christine Ingrassia,Aye
2016-2017,127,7,Jack Coatar,Aye
2016-2017,127,8,Stephen Conway,Aye
2016-2017,127,9,Kenneth Ortmann,Aye
2016-2017,127,10,Joseph Vollmer,Aye
2016-2017,127,11,Thomas A Villa,Aye
2016-2017,127,12,Larry Arnowitz,Aye
2016-2017,127,13,Beth Murphy,Aye
2016-2017,127,14,Carol Howard,Aye
2016-2017,127,15,Megan E. Green,Aye
2016-2017,127,16,Donna Baringer,Aye
2016-2017,127,18,Terry Kennedy,Aye
2016-2017,127,19,Marlene E Davis,Aye
2016-2017,127,20,Cara Spencer,Aye
2016-2017,127,21,Antonio D French,Aye
2016-2017,127,22,Jeffrey L Boyd,Aye
2016-2017,127,23,Joseph Vaccaro,Aye
2016-2017,127,24,Scott Ogilvie,Aye
2016-2017,127,25,Shane Cohn,Aye
2016-2017,127,26,Frank Williamson,Aye
2016-2017,127,27,Chris Carter,Aye
2016-2017,127,28,Lyda Krewson,Aye
2016-2017,127,President,Lewis E Reed,Aye
2016-2017,127,2,Dionne Flowers,Absent
2016-2017,127,5,Tammika Hubbard,Absent
2016-2017,127,17,Joseph D Roddy,Absent
2016-2017,53,1,Sharon Tyus,Aye
2016-2017,53,3,Freeman M Bosley Sr.,Aye
2016-2017,53,4,Samuel L Moore,Aye
2016-2017,53,6,Christine Ingrassia,Aye
2016-2017,53,7,Jack Coatar,Aye
2016-2017,53,8,Stephen Conway,Aye
2016-2017,53,9,Kenneth Ortmann,Aye
2016-2017,53,10,Joseph Vollmer,Aye
2016-2017,53,11,Thomas A Villa,Aye
2016-2017,53,12,Larry Arnowitz,Aye
2016-2017,53,13,Beth Murphy,Aye
2016-2017,53,14,Carol Howard,Aye
2016-2017,53,15,Megan E. Green,Aye
2016-2017,53,16,Donna Baringer,Aye
2016-2017,53,17,Joseph D Roddy,Aye
2016-2017,53,18,Terry Kennedy,Aye
2016-2017,53,19,Marlene E Davis,Aye
2016-2017,53,20,Cara Spencer,Aye
2016-2017,53,21,Antonio D French,Aye
2016-2017,53,22,Jeffrey L Boyd,Aye
2016-2017,53,23,Joseph Vaccaro,Aye
2016-2017,53,24,Scott Ogilvie,Aye
2016-2017,53,25,Shane Cohn,Aye
2016-2017,53,26,Frank Williamson,Aye
2016-2017,53,27,Chris Carter,Aye
2016-2017,53,President,Lewis E Reed,Aye
2016-2017,53,2,Dionne Flowers,Absent
2016-2017,53,5,Tammika Hubbard,Absent
2016-2017,53,28,Lyda Krewson,Absent
2016-2017,126,1,Sharon Tyus,Aye
2016-2017,126,3,Freeman M Bosley Sr.,Aye
2016-2017,126,4,Samuel L Moore,Aye
2016-2017,126,6,Christine Ingrassia,Aye
2016-2017,126,7,Jack Coatar,Aye
2016-2017,126,8,Stephen Conway,Aye
2016-2017,126,9,Kenneth Ortmann,Aye
2016-2017,126,10,Joseph Vollmer,Aye
2016-2017,126,11,Thomas A Villa,Aye
2016-2017,126,12,Larry Arnowitz,Aye
2016-2017,126,13,Beth Murphy,Aye
2016-2017,126,14,Carol Howard,Aye
2016-2017,126,15,Megan E. Green,Aye
2016-2017,126,16,Donna Baringer,Aye
2016-2017,126,17,Joseph D Roddy,Aye
2016-2017,126,18,Terry Kennedy,Aye
2016-2017,126,19,Marlene E Davis,Aye
2016-2017,126,20,Cara Spencer,Aye
2016-2017,126,21,Antonio D French,Aye
2016-2017,126,22,Jeffrey L Boyd,Aye
2016-2017,126,23,Joseph Vaccaro,Aye
2016-2017,126,24,Scott Ogilvie,Aye
2016-2017,126,25,Shane Cohn,Aye
2016-2017,126,26,Frank Williamson,Aye
2016-2017,126,27,Chris Carter,Aye
2016-2017,126,President,Lewis E Reed,Aye
2016-2017,126,2,Dionne Flowers,Absent
2016-2017,126,5,Tammika Hubbard,Absent
2016-2017,126,28,Lyda Krewson,Absent
2016-2017,80,2,Dionne Flowers,Aye
2016-2017,80,3,Freeman M Bosley Sr.,Aye
2016-2017,80,4,Samuel L Moore,Aye
2016-2017,80,6,Christine Ingrassia,Aye
2016-2017,80,7,Jack Coatar,Aye
2016-2017,80,9,Kenneth Ortmann,Aye
2016-2017,80,10,Joseph Vollmer,Aye
2016-2017,80,11,Thomas A Villa,Aye
2016-2017,80,12,Larry Arnowitz,Aye
2016-2017,80,13,Beth Murphy,Aye
2016-2017,80,14,Carol Howard,Aye
2016-2017,80,15,Megan E. Green,Aye
2016-2017,80,16,Donna Baringer,Aye
2016-2017,80,17,Joseph D Roddy,Aye
2016-2017,80,18,Terry Kennedy,Aye
2016-2017,80,20,Cara Spencer,Aye
2016-2017,80,22,Jeffrey L Boyd,Aye
2016-2017,80,23,Joseph Vaccaro,Aye
2016-2017,80,24,Scott Ogilvie,Aye
2016-2017,80,25,Shane Cohn,Aye
2016-2017,80,26,Frank Williamson,Aye
2016-2017,80,27,Chris Carter,Aye
2016-2017,80,28,Lyda Krewson,Aye
2016-2017,80,President,Lewis E Reed,Aye
2016-2017,80,1,Sharon Tyus,Present
2016-2017,80,5,Tammika Hubbard,Absent
2016-2017,80,8,Stephen Conway,Absent
2016-2017,80,19,Marlene E Davis,Absent
2016-2017,80,21,Antonio D French,Absent
