bbid,date of vote,ward,alderperson,vote
102,10/06/2017,24,Scott Ogilvie,Aye
102,10/06/2017,25,Shane Cohn,Aye
102,10/06/2017,26,Frank Williamson,Aye
102,10/06/2017,27,Pam Boyd,Aye
102,10/06/2017,28,Heather Navarro,Aye
102,10/06/2017,President,Lewis E Reed,Aye
102,10/06/2017,6,Christine Ingrassia,Absent
102,10/06/2017,2,Seat is vacant,Vacant Seat
107,10/06/2017,1,Sharon Tyus,Aye
107,10/06/2017,3,Brandon Bosley,Aye
107,10/06/2017,4,Samuel L Moore,Aye
107,10/06/2017,5,Tammika Hubbard,Aye
107,10/06/2017,7,Jack Coatar,Aye
107,10/06/2017,8,Stephen Conway,Aye
107,10/06/2017,9,Dan Guenther,Aye
107,10/06/2017,10,Joseph Vollmer,Aye
107,10/06/2017,11,Sarah Martin,Aye
107,10/06/2017,12,Larry Arnowitz,Aye
107,10/06/2017,13,Beth Murphy,Aye
107,10/06/2017,14,Carol Howard,Aye
107,10/06/2017,15,Megan E. Green,Aye
107,10/06/2017,16,Tom Oldenburg,Aye
107,10/06/2017,17,Joseph D Roddy,Aye
107,10/06/2017,18,Terry Kennedy,Aye
107,10/06/2017,19,Marlene E Davis,Aye
107,10/06/2017,20,Cara Spencer,Aye
107,10/06/2017,21,John Collins-Muhammad,Aye
107,10/06/2017,22,Jeffrey L Boyd,Aye
107,10/06/2017,23,Joseph Vaccaro,Aye
107,10/06/2017,24,Scott Ogilvie,Aye
107,10/06/2017,25,Shane Cohn,Aye
107,10/06/2017,26,Frank Williamson,Aye
107,10/06/2017,27,Pam Boyd,Aye
107,10/06/2017,28,Heather Navarro,Aye
107,10/06/2017,President,Lewis E Reed,Aye
107,10/06/2017,6,Christine Ingrassia,Absent
107,10/06/2017,2,Seat is vacant,Vacant Seat
108,10/06/2017,1,Sharon Tyus,Aye
108,10/06/2017,3,Brandon Bosley,Aye
108,10/06/2017,4,Samuel L Moore,Aye
108,10/06/2017,5,Tammika Hubbard,Aye
108,10/06/2017,7,Jack Coatar,Aye
108,10/06/2017,8,Stephen Conway,Aye
108,10/06/2017,9,Dan Guenther,Aye
108,10/06/2017,10,Joseph Vollmer,Aye
108,10/06/2017,11,Sarah Martin,Aye
108,10/06/2017,12,Larry Arnowitz,Aye
108,10/06/2017,13,Beth Murphy,Aye
108,10/06/2017,14,Carol Howard,Aye
108,10/06/2017,15,Megan E. Green,Aye
108,10/06/2017,16,Tom Oldenburg,Aye
108,10/06/2017,17,Joseph D Roddy,Aye
108,10/06/2017,18,Terry Kennedy,Aye
108,10/06/2017,19,Marlene E Davis,Aye
108,10/06/2017,20,Cara Spencer,Aye
108,10/06/2017,21,John Collins-Muhammad,Aye
108,10/06/2017,22,Jeffrey L Boyd,Aye
108,10/06/2017,23,Joseph Vaccaro,Aye
108,10/06/2017,24,Scott Ogilvie,Aye
108,10/06/2017,25,Shane Cohn,Aye
108,10/06/2017,26,Frank Williamson,Aye
108,10/06/2017,27,Pam Boyd,Aye
108,10/06/2017,28,Heather Navarro,Aye
108,10/06/2017,President,Lewis E Reed,Aye
108,10/06/2017,6,Christine Ingrassia,Absent
108,10/06/2017,2,Seat is vacant,Vacant Seat
109,10/06/2017,1,Sharon Tyus,Aye
109,10/06/2017,3,Brandon Bosley,Aye
109,10/06/2017,4,Samuel L Moore,Aye
109,10/06/2017,5,Tammika Hubbard,Aye
109,10/06/2017,7,Jack Coatar,Aye
109,10/06/2017,8,Stephen Conway,Aye
109,10/06/2017,9,Dan Guenther,Aye
109,10/06/2017,10,Joseph Vollmer,Aye
109,10/06/2017,11,Sarah Martin,Aye
109,10/06/2017,12,Larry Arnowitz,Aye
109,10/06/2017,13,Beth Murphy,Aye
109,10/06/2017,14,Carol Howard,Aye
109,10/06/2017,15,Megan E. Green,Aye
109,10/06/2017,16,Tom Oldenburg,Aye
109,10/06/2017,17,Joseph D Roddy,Aye
109,10/06/2017,18,Terry Kennedy,Aye
109,10/06/2017,19,Marlene E Davis,Aye
109,10/06/2017,20,Cara Spencer,Aye
109,10/06/2017,21,John Collins-Muhammad,Aye
109,10/06/2017,22,Jeffrey L Boyd,Aye
109,10/06/2017,23,Joseph Vaccaro,Aye
109,10/06/2017,24,Scott Ogilvie,Aye
109,10/06/2017,25,Shane Cohn,Aye
109,10/06/2017,26,Frank Williamson,Aye
109,10/06/2017,27,Pam Boyd,Aye
109,10/06/2017,28,Heather Navarro,Aye
109,10/06/2017,President,Lewis E Reed,Aye
109,10/06/2017,6,Christine Ingrassia,Absent
109,10/06/2017,2,Seat is vacant,Vacant Seat
110,10/06/2017,1,Sharon Tyus,Aye
110,10/06/2017,3,Brandon Bosley,Aye
110,10/06/2017,4,Samuel L Moore,Aye
110,10/06/2017,5,Tammika Hubbard,Aye
110,10/06/2017,7,Jack Coatar,Aye
110,10/06/2017,8,Stephen Conway,Aye
110,10/06/2017,9,Dan Guenther,Aye
110,10/06/2017,10,Joseph Vollmer,Aye
110,10/06/2017,11,Sarah Martin,Aye
110,10/06/2017,12,Larry Arnowitz,Aye
110,10/06/2017,13,Beth Murphy,Aye
110,10/06/2017,14,Carol Howard,Aye
110,10/06/2017,15,Megan E. Green,Aye
110,10/06/2017,16,Tom Oldenburg,Aye
110,10/06/2017,17,Joseph D Roddy,Aye
110,10/06/2017,18,Terry Kennedy,Aye
110,10/06/2017,19,Marlene E Davis,Aye
110,10/06/2017,20,Cara Spencer,Aye
110,10/06/2017,21,John Collins-Muhammad,Aye
110,10/06/2017,22,Jeffrey L Boyd,Aye
110,10/06/2017,23,Joseph Vaccaro,Aye
110,10/06/2017,24,Scott Ogilvie,Aye
110,10/06/2017,25,Shane Cohn,Aye
110,10/06/2017,26,Frank Williamson,Aye
110,10/06/2017,27,Pam Boyd,Aye
110,10/06/2017,28,Heather Navarro,Aye
110,10/06/2017,President,Lewis E Reed,Aye
110,10/06/2017,6,Christine Ingrassia,Absent
110,10/06/2017,2,Seat is vacant,Vacant Seat
111,10/06/2017,1,Sharon Tyus,Aye
111,10/06/2017,3,Brandon Bosley,Aye
111,10/06/2017,4,Samuel L Moore,Aye
111,10/06/2017,5,Tammika Hubbard,Aye
111,10/06/2017,7,Jack Coatar,Aye
111,10/06/2017,8,Stephen Conway,Aye
111,10/06/2017,9,Dan Guenther,Aye
111,10/06/2017,10,Joseph Vollmer,Aye
111,10/06/2017,11,Sarah Martin,Aye
111,10/06/2017,12,Larry Arnowitz,Aye
111,10/06/2017,13,Beth Murphy,Aye
111,10/06/2017,14,Carol Howard,Aye
111,10/06/2017,15,Megan E. Green,Aye
111,10/06/2017,16,Tom Oldenburg,Aye
111,10/06/2017,17,Joseph D Roddy,Aye
111,10/06/2017,18,Terry Kennedy,Aye
111,10/06/2017,19,Marlene E Davis,Aye
111,10/06/2017,20,Cara Spencer,Aye
111,10/06/2017,21,John Collins-Muhammad,Aye
111,10/06/2017,22,Jeffrey L Boyd,Aye
111,10/06/2017,23,Joseph Vaccaro,Aye
111,10/06/2017,24,Scott Ogilvie,Aye
111,10/06/2017,25,Shane Cohn,Aye
111,10/06/2017,26,Frank Williamson,Aye
111,10/06/2017,27,Pam Boyd,Aye
111,10/06/2017,28,Heather Navarro,Aye
111,10/06/2017,President,Lewis E Reed,Aye
111,10/06/2017,6,Christine Ingrassia,Absent
111,10/06/2017,2,Seat is vacant,Vacant Seat
112,10/06/2017,1,Sharon Tyus,Aye
112,10/06/2017,3,Brandon Bosley,Aye
112,10/06/2017,4,Samuel L Moore,Aye
112,10/06/2017,5,Tammika Hubbard,Aye
112,10/06/2017,7,Jack Coatar,Aye
112,10/06/2017,8,Stephen Conway,Aye
112,10/06/2017,9,Dan Guenther,Aye
112,10/06/2017,10,Joseph Vollmer,Aye
112,10/06/2017,11,Sarah Martin,Aye
112,10/06/2017,12,Larry Arnowitz,Aye
112,10/06/2017,13,Beth Murphy,Aye
112,10/06/2017,14,Carol Howard,Aye
112,10/06/2017,15,Megan E. Green,Aye
112,10/06/2017,16,Tom Oldenburg,Aye
112,10/06/2017,17,Joseph D Roddy,Aye
112,10/06/2017,18,Terry Kennedy,Aye
112,10/06/2017,19,Marlene E Davis,Aye
112,10/06/2017,20,Cara Spencer,Aye
112,10/06/2017,21,John Collins-Muhammad,Aye
112,10/06/2017,22,Jeffrey L Boyd,Aye
112,10/06/2017,23,Joseph Vaccaro,Aye
112,10/06/2017,24,Scott Ogilvie,Aye
112,10/06/2017,25,Shane Cohn,Aye
112,10/06/2017,26,Frank Williamson,Aye
112,10/06/2017,27,Pam Boyd,Aye
112,10/06/2017,28,Heather Navarro,Aye
112,10/06/2017,President,Lewis E Reed,Aye
112,10/06/2017,6,Christine Ingrassia,Absent
112,10/06/2017,2,Seat is vacant,Vacant Seat
113,10/06/2017,1,Sharon Tyus,Aye
113,10/06/2017,3,Brandon Bosley,Aye
113,10/06/2017,4,Samuel L Moore,Aye
113,10/06/2017,5,Tammika Hubbard,Aye
113,10/06/2017,7,Jack Coatar,Aye
113,10/06/2017,8,Stephen Conway,Aye
113,10/06/2017,9,Dan Guenther,Aye
113,10/06/2017,10,Joseph Vollmer,Aye
113,10/06/2017,11,Sarah Martin,Aye
113,10/06/2017,12,Larry Arnowitz,Aye
113,10/06/2017,13,Beth Murphy,Aye
113,10/06/2017,14,Carol Howard,Aye
113,10/06/2017,15,Megan E. Green,Aye
113,10/06/2017,16,Tom Oldenburg,Aye
113,10/06/2017,17,Joseph D Roddy,Aye
113,10/06/2017,18,Terry Kennedy,Aye
113,10/06/2017,19,Marlene E Davis,Aye
113,10/06/2017,20,Cara Spencer,Aye
113,10/06/2017,21,John Collins-Muhammad,Aye
113,10/06/2017,22,Jeffrey L Boyd,Aye
113,10/06/2017,23,Joseph Vaccaro,Aye
113,10/06/2017,24,Scott Ogilvie,Aye
113,10/06/2017,25,Shane Cohn,Aye
113,10/06/2017,26,Frank Williamson,Aye
113,10/06/2017,27,Pam Boyd,Aye
113,10/06/2017,28,Heather Navarro,Aye
113,10/06/2017,President,Lewis E Reed,Aye
113,10/06/2017,6,Christine Ingrassia,Absent
113,10/06/2017,2,Seat is vacant,Vacant Seat
114,10/06/2017,1,Sharon Tyus,Aye
114,10/06/2017,3,Brandon Bosley,Aye
114,10/06/2017,4,Samuel L Moore,Aye
114,10/06/2017,5,Tammika Hubbard,Aye
114,10/06/2017,7,Jack Coatar,Aye
114,10/06/2017,8,Stephen Conway,Aye
114,10/06/2017,9,Dan Guenther,Aye
114,10/06/2017,10,Joseph Vollmer,Aye
114,10/06/2017,11,Sarah Martin,Aye
114,10/06/2017,12,Larry Arnowitz,Aye
114,10/06/2017,13,Beth Murphy,Aye
114,10/06/2017,14,Carol Howard,Aye
114,10/06/2017,15,Megan E. Green,Aye
114,10/06/2017,16,Tom Oldenburg,Aye
114,10/06/2017,17,Joseph D Roddy,Aye
114,10/06/2017,18,Terry Kennedy,Aye
114,10/06/2017,19,Marlene E Davis,Aye
114,10/06/2017,20,Cara Spencer,Aye
114,10/06/2017,21,John Collins-Muhammad,Aye
114,10/06/2017,22,Jeffrey L Boyd,Aye
114,10/06/2017,23,Joseph Vaccaro,Aye
114,10/06/2017,24,Scott Ogilvie,Aye
114,10/06/2017,25,Shane Cohn,Aye
114,10/06/2017,26,Frank Williamson,Aye
114,10/06/2017,27,Pam Boyd,Aye
114,10/06/2017,28,Heather Navarro,Aye
114,10/06/2017,President,Lewis E Reed,Aye
114,10/06/2017,6,Christine Ingrassia,Absent
114,10/06/2017,2,Seat is vacant,Vacant Seat
118,10/06/2017,1,Sharon Tyus,Aye
118,10/06/2017,3,Brandon Bosley,Aye
118,10/06/2017,4,Samuel L Moore,Aye
118,10/06/2017,5,Tammika Hubbard,Aye
118,10/06/2017,7,Jack Coatar,Aye
118,10/06/2017,8,Stephen Conway,Aye
118,10/06/2017,9,Dan Guenther,Aye
118,10/06/2017,10,Joseph Vollmer,Aye
118,10/06/2017,11,Sarah Martin,Aye
118,10/06/2017,12,Larry Arnowitz,Aye
118,10/06/2017,13,Beth Murphy,Aye
118,10/06/2017,14,Carol Howard,Aye
118,10/06/2017,15,Megan E. Green,Aye
118,10/06/2017,16,Tom Oldenburg,Aye
118,10/06/2017,17,Joseph D Roddy,Aye
118,10/06/2017,18,Terry Kennedy,Aye
118,10/06/2017,19,Marlene E Davis,Aye
118,10/06/2017,20,Cara Spencer,Aye
118,10/06/2017,21,John Collins-Muhammad,Aye
118,10/06/2017,22,Jeffrey L Boyd,Aye
118,10/06/2017,23,Joseph Vaccaro,Aye
118,10/06/2017,24,Scott Ogilvie,Aye
118,10/06/2017,25,Shane Cohn,Aye
118,10/06/2017,26,Frank Williamson,Aye
118,10/06/2017,27,Pam Boyd,Aye
118,10/06/2017,28,Heather Navarro,Aye
118,10/06/2017,President,Lewis E Reed,Aye
118,10/06/2017,6,Christine Ingrassia,Absent
118,10/06/2017,2,Seat is vacant,Vacant Seat
89,09/22/2017,3,Brandon Bosley,Aye
89,09/22/2017,5,Tammika Hubbard,Aye
89,09/22/2017,6,Christine Ingrassia,Aye
89,09/22/2017,8,Stephen Conway,Aye
89,09/22/2017,9,Dan Guenther,Aye
89,09/22/2017,10,Joseph Vollmer,Aye
89,09/22/2017,11,Sarah Martin,Aye
89,09/22/2017,13,Beth Murphy,Aye
89,09/22/2017,14,Carol Howard,Aye
89,09/22/2017,15,Megan E. Green,Aye
89,09/22/2017,16,Tom Oldenburg,Aye
89,09/22/2017,17,Joseph D Roddy,Aye
89,09/22/2017,18,Terry Kennedy,Aye
89,09/22/2017,19,Marlene E Davis,Aye
89,09/22/2017,20,Cara Spencer,Aye
89,09/22/2017,22,Jeffrey L Boyd,Aye
89,09/22/2017,23,Joseph Vaccaro,Aye
89,09/22/2017,26,Frank Williamson,Aye
89,09/22/2017,27,Pam Boyd,Aye
89,09/22/2017,28,Heather Navarro,Aye
89,09/22/2017,President,Lewis E Reed,Aye
89,09/22/2017,1,Sharon Tyus,No
89,09/22/2017,7,Jack Coatar,Abstain
89,09/22/2017,4,Samuel L Moore,Present
89,09/22/2017,12,Larry Arnowitz,Absent
89,09/22/2017,21,John Collins-Muhammad,Absent
89,09/22/2017,24,Scott Ogilvie,Absent
89,09/22/2017,25,Shane Cohn,Absent
89,09/22/2017,2,Seat is vacant,Vacant Seat
60,07/14/2017,2,Dionne Flowers,Aye
60,07/14/2017,3,Brandon Bosley,Aye
60,07/14/2017,5,Tammika Hubbard,Aye
60,07/14/2017,7,Jack Coatar,Aye
60,07/14/2017,8,Stephen Conway,Aye
60,07/14/2017,11,Sarah Martin,Aye
60,07/14/2017,13,Beth Murphy,Aye
60,07/14/2017,14,Carol Howard,Aye
60,07/14/2017,16,Tom Oldenburg,Aye
60,07/14/2017,19,Marlene E Davis,Aye
60,07/14/2017,20,Cara Spencer,Aye
60,07/14/2017,21,John Collins-Muhammad,Aye
60,07/14/2017,22,Jeffrey L Boyd,Aye
60,07/14/2017,23,Joseph Vaccaro,Aye
60,07/14/2017,24,Scott Ogilvie,Aye
60,07/14/2017,26,Frank Williamson,Aye
60,07/14/2017,27,Pam Boyd,Aye
60,07/14/2017,President,Lewis E Reed,Aye
60,07/14/2017,1,Sharon Tyus,No
60,07/14/2017,4,Samuel L Moore,No
60,07/14/2017,6,Christine Ingrassia,No
60,07/14/2017,9,Dan Guenther,No
60,07/14/2017,12,Larry Arnowitz,No
60,07/14/2017,15,Megan E. Green,No
60,07/14/2017,18,Terry Kennedy,No
60,07/14/2017,25,Shane Cohn,No
60,07/14/2017,10,Joseph Vollmer,Absent
60,07/14/2017,17,Joseph D Roddy,Absent
60,07/14/2017,28,Seat is vacant,Vacant Seat
59,07/14/2017,2,Dionne Flowers,Aye
59,07/14/2017,3,Brandon Bosley,Aye
59,07/14/2017,5,Tammika Hubbard,Aye
59,07/14/2017,6,Christine Ingrassia,Aye
59,07/14/2017,7,Jack Coatar,Aye
59,07/14/2017,8,Stephen Conway,Aye
59,07/14/2017,11,Sarah Martin,Aye
59,07/14/2017,13,Beth Murphy,Aye
59,07/14/2017,14,Carol Howard,Aye
59,07/14/2017,16,Tom Oldenburg,Aye
59,07/14/2017,19,Marlene E Davis,Aye
59,07/14/2017,20,Cara Spencer,Aye
59,07/14/2017,22,Jeffrey L Boyd,Aye
59,07/14/2017,23,Joseph Vaccaro,Aye
59,07/14/2017,26,Frank Williamson,Aye
59,07/14/2017,27,Pam Boyd,Aye
59,07/14/2017,1,Sharon Tyus,No
59,07/14/2017,4,Samuel L Moore,No
59,07/14/2017,9,Dan Guenther,No
59,07/14/2017,15,Megan E. Green,No
59,07/14/2017,18,Terry Kennedy,No
59,07/14/2017,21,John Collins-Muhammad,No
59,07/14/2017,24,Scott Ogilvie,No
59,07/14/2017,25,Shane Cohn,No
59,07/14/2017,President,Lewis E Reed,No
59,07/14/2017,10,Joseph Vollmer,Absent
59,07/14/2017,12,Larry Arnowitz,Absent
59,07/14/2017,17,Joseph D Roddy,Absent
59,07/14/2017,28,Seat is vacant,Vacant Seat
9,07/14/2017,2,Dionne Flowers,Aye
9,07/14/2017,3,Brandon Bosley,Aye
9,07/14/2017,4,Samuel L Moore,Aye
9,07/14/2017,5,Tammika Hubbard,Aye
9,07/14/2017,6,Christine Ingrassia,Aye
9,07/14/2017,7,Jack Coatar,Aye
9,07/14/2017,9,Dan Guenther,Aye
9,07/14/2017,11,Sarah Martin,Aye
9,07/14/2017,13,Beth Murphy,Aye
9,07/14/2017,14,Carol Howard,Aye
9,07/14/2017,15,Megan E. Green,Aye
9,07/14/2017,16,Tom Oldenburg,Aye
9,07/14/2017,18,Terry Kennedy,Aye
9,07/14/2017,19,Marlene E Davis,Aye
9,07/14/2017,20,Cara Spencer,Aye
9,07/14/2017,21,John Collins-Muhammad,Aye
9,07/14/2017,22,Jeffrey L Boyd,Aye
9,07/14/2017,23,Joseph Vaccaro,Aye
9,07/14/2017,24,Scott Ogilvie,Aye
9,07/14/2017,25,Shane Cohn,Aye
9,07/14/2017,26,Frank Williamson,Aye
9,07/14/2017,27,Pam Boyd,Aye
9,07/14/2017,President,Lewis E Reed,Aye
9,07/14/2017,1,Sharon Tyus,Present
9,07/14/2017,8,Stephen Conway,Absent
9,07/14/2017,10,Joseph Vollmer,Absent
9,07/14/2017,12,Larry Arnowitz,Absent
9,07/14/2017,17,Joseph D Roddy,Absent
9,07/14/2017,28,Seat is vacant,Vacant Seat
53,07/14/2017,1,Sharon Tyus,Aye
53,07/14/2017,2,Dionne Flowers,Aye
53,07/14/2017,3,Brandon Bosley,Aye
53,07/14/2017,6,Christine Ingrassia,Aye
53,07/14/2017,7,Jack Coatar,Aye
53,07/14/2017,9,Dan Guenther,Aye
53,07/14/2017,11,Sarah Martin,Aye
53,07/14/2017,13,Beth Murphy,Aye
53,07/14/2017,14,Carol Howard,Aye
53,07/14/2017,15,Megan E. Green,Aye
53,07/14/2017,16,Tom Oldenburg,Aye
53,07/14/2017,18,Terry Kennedy,Aye
53,07/14/2017,19,Marlene E Davis,Aye
53,07/14/2017,20,Cara Spencer,Aye
53,07/14/2017,22,Jeffrey L Boyd,Aye
53,07/14/2017,23,Joseph Vaccaro,Aye
53,07/14/2017,24,Scott Ogilvie,Aye
53,07/14/2017,25,Shane Cohn,Aye
53,07/14/2017,26,Frank Williamson,Aye
53,07/14/2017,27,Pam Boyd,Aye
53,07/14/2017,President,Lewis E Reed,Aye
53,07/14/2017,4,Samuel L Moore,Absent
53,07/14/2017,5,Tammika Hubbard,Absent
53,07/14/2017,8,Stephen Conway,Absent
53,07/14/2017,10,Joseph Vollmer,Absent
53,07/14/2017,12,Larry Arnowitz,Absent
53,07/14/2017,17,Joseph D Roddy,Absent
53,07/14/2017,21,John Collins-Muhammad,Absent
53,07/14/2017,28,Seat is vacant,Vacant Seat
52,07/14/2017,3,Brandon Bosley,Aye
52,07/14/2017,4,Samuel L Moore,Aye
52,07/14/2017,5,Tammika Hubbard,Aye
52,07/14/2017,6,Christine Ingrassia,Aye
52,07/14/2017,7,Jack Coatar,Aye
52,07/14/2017,9,Dan Guenther,Aye
52,07/14/2017,11,Sarah Martin,Aye
52,07/14/2017,13,Beth Murphy,Aye
52,07/14/2017,14,Carol Howard,Aye
52,07/14/2017,15,Megan E. Green,Aye
52,07/14/2017,16,Tom Oldenburg,Aye
52,07/14/2017,18,Terry Kennedy,Aye
52,07/14/2017,19,Marlene E Davis,Aye
52,07/14/2017,20,Cara Spencer,Aye
52,07/14/2017,22,Jeffrey L Boyd,Aye
52,07/14/2017,23,Joseph Vaccaro,Aye
52,07/14/2017,24,Scott Ogilvie,Aye
52,07/14/2017,25,Shane Cohn,Aye
52,07/14/2017,26,Frank Williamson,Aye
52,07/14/2017,27,Pam Boyd,Aye
52,07/14/2017,President,Lewis E Reed,Aye
52,07/14/2017,1,Sharon Tyus,No
52,07/14/2017,2,Dionne Flowers,Absent
52,07/14/2017,8,Stephen Conway,Absent
52,07/14/2017,10,Joseph Vollmer,Absent
52,07/14/2017,12,Larry Arnowitz,Absent
52,07/14/2017,17,Joseph D Roddy,Absent
52,07/14/2017,21,John Collins-Muhammad,Absent
52,07/14/2017,28,Seat is vacant,Vacant Seat
86,07/14/2017,2,Dionne Flowers,Aye
86,07/14/2017,3,Brandon Bosley,Aye
86,07/14/2017,4,Samuel L Moore,Aye
86,07/14/2017,5,Tammika Hubbard,Aye
86,07/14/2017,6,Christine Ingrassia,Aye
86,07/14/2017,7,Jack Coatar,Aye
86,07/14/2017,9,Dan Guenther,Aye
86,07/14/2017,11,Sarah Martin,Aye
86,07/14/2017,13,Beth Murphy,Aye
86,07/14/2017,14,Carol Howard,Aye
86,07/14/2017,16,Tom Oldenburg,Aye
86,07/14/2017,18,Terry Kennedy,Aye
86,07/14/2017,19,Marlene E Davis,Aye
86,07/14/2017,20,Cara Spencer,Aye
86,07/14/2017,21,John Collins-Muhammad,Aye
86,07/14/2017,22,Jeffrey L Boyd,Aye
86,07/14/2017,23,Joseph Vaccaro,Aye
86,07/14/2017,24,Scott Ogilvie,Aye
86,07/14/2017,26,Frank Williamson,Aye
86,07/14/2017,27,Pam Boyd,Aye
86,07/14/2017,President,Lewis E Reed,Aye
86,07/14/2017,1,Sharon Tyus,No
86,07/14/2017,15,Megan E. Green,No
86,07/14/2017,25,Shane Cohn,No
86,07/14/2017,8,Stephen Conway,Absent
86,07/14/2017,10,Joseph Vollmer,Absent
86,07/14/2017,12,Larry Arnowitz,Absent
86,07/14/2017,17,Joseph D Roddy,Absent
86,07/14/2017,28,Seat is vacant,Vacant Seat
92,07/14/2017,2,Dionne Flowers,Aye
92,07/14/2017,3,Brandon Bosley,Aye
92,07/14/2017,4,Samuel L Moore,Aye
92,07/14/2017,5,Tammika Hubbard,Aye
92,07/14/2017,7,Jack Coatar,Aye
92,07/14/2017,11,Sarah Martin,Aye
92,07/14/2017,13,Beth Murphy,Aye
92,07/14/2017,14,Carol Howard,Aye
92,07/14/2017,16,Tom Oldenburg,Aye
92,07/14/2017,18,Terry Kennedy,Aye
92,07/14/2017,19,Marlene E Davis,Aye
92,07/14/2017,20,Cara Spencer,Aye
92,07/14/2017,21,John Collins-Muhammad,Aye
92,07/14/2017,22,Jeffrey L Boyd,Aye
92,07/14/2017,23,Joseph Vaccaro,Aye
92,07/14/2017,24,Scott Ogilvie,Aye
92,07/14/2017,27,Pam Boyd,Aye
92,07/14/2017,President,Lewis E Reed,Aye
92,07/14/2017,1,Sharon Tyus,No
92,07/14/2017,6,Christine Ingrassia,No
92,07/14/2017,9,Dan Guenther,No
92,07/14/2017,15,Megan E. Green,No
92,07/14/2017,25,Shane Cohn,No
92,07/14/2017,26,Frank Williamson,No
92,07/14/2017,8,Stephen Conway,Absent
92,07/14/2017,10,Joseph Vollmer,Absent
92,07/14/2017,12,Larry Arnowitz,Absent
92,07/14/2017,17,Joseph D Roddy,Absent
92,07/14/2017,28,Seat is vacant,Vacant Seat
94,07/14/2017,1,Sharon Tyus,Aye
94,07/14/2017,2,Dionne Flowers,Aye
94,07/14/2017,3,Brandon Bosley,Aye
94,07/14/2017,4,Samuel L Moore,Aye
94,07/14/2017,5,Tammika Hubbard,Aye
94,07/14/2017,6,Christine Ingrassia,Aye
94,07/14/2017,9,Dan Guenther,Aye
94,07/14/2017,11,Sarah Martin,Aye
94,07/14/2017,13,Beth Murphy,Aye
94,07/14/2017,14,Carol Howard,Aye
94,07/14/2017,15,Megan E. Green,Aye
94,07/14/2017,16,Tom Oldenburg,Aye
94,07/14/2017,18,Terry Kennedy,Aye
94,07/14/2017,19,Marlene E Davis,Aye
94,07/14/2017,20,Cara Spencer,Aye
94,07/14/2017,21,John Collins-Muhammad,Aye
94,07/14/2017,22,Jeffrey L Boyd,Aye
94,07/14/2017,23,Joseph Vaccaro,Aye
94,07/14/2017,24,Scott Ogilvie,Aye
94,07/14/2017,25,Shane Cohn,Aye
94,07/14/2017,26,Frank Williamson,Aye
94,07/14/2017,President,Lewis E Reed,Aye
94,07/14/2017,7,Jack Coatar,Absent
94,07/14/2017,8,Stephen Conway,Absent
94,07/14/2017,10,Joseph Vollmer,Absent
94,07/14/2017,12,Larry Arnowitz,Absent
94,07/14/2017,17,Joseph D Roddy,Absent
94,07/14/2017,27,Pam Boyd,Absent
94,07/14/2017,28,Seat is vacant,Vacant Seat
43,07/14/2017,1,Sharon Tyus,Aye
43,07/14/2017,2,Dionne Flowers,Aye
43,07/14/2017,3,Brandon Bosley,Aye
43,07/14/2017,4,Samuel L Moore,Aye
43,07/14/2017,5,Tammika Hubbard,Aye
43,07/14/2017,6,Christine Ingrassia,Aye
43,07/14/2017,9,Dan Guenther,Aye
43,07/14/2017,11,Sarah Martin,Aye
43,07/14/2017,13,Beth Murphy,Aye
43,07/14/2017,14,Carol Howard,Aye
43,07/14/2017,15,Megan E. Green,Aye
43,07/14/2017,16,Tom Oldenburg,Aye
43,07/14/2017,18,Terry Kennedy,Aye
43,07/14/2017,19,Marlene E Davis,Aye
43,07/14/2017,20,Cara Spencer,Aye
43,07/14/2017,21,John Collins-Muhammad,Aye
43,07/14/2017,22,Jeffrey L Boyd,Aye
43,07/14/2017,23,Joseph Vaccaro,Aye
43,07/14/2017,24,Scott Ogilvie,Aye
43,07/14/2017,25,Shane Cohn,Aye
43,07/14/2017,26,Frank Williamson,Aye
43,07/14/2017,President,Lewis E Reed,Aye
43,07/14/2017,7,Jack Coatar,Absent
43,07/14/2017,8,Stephen Conway,Absent
43,07/14/2017,10,Joseph Vollmer,Absent
43,07/14/2017,12,Larry Arnowitz,Absent
43,07/14/2017,17,Joseph D Roddy,Absent
43,07/14/2017,27,Pam Boyd,Absent
43,07/14/2017,28,Seat is vacant,Vacant Seat
93,07/14/2017,1,Sharon Tyus,Aye
93,07/14/2017,2,Dionne Flowers,Aye
93,07/14/2017,3,Brandon Bosley,Aye
93,07/14/2017,4,Samuel L Moore,Aye
93,07/14/2017,5,Tammika Hubbard,Aye
93,07/14/2017,6,Christine Ingrassia,Aye
93,07/14/2017,9,Dan Guenther,Aye
93,07/14/2017,11,Sarah Martin,Aye
93,07/14/2017,13,Beth Murphy,Aye
93,07/14/2017,14,Carol Howard,Aye
93,07/14/2017,15,Megan E. Green,Aye
93,07/14/2017,16,Tom Oldenburg,Aye
93,07/14/2017,18,Terry Kennedy,Aye
93,07/14/2017,19,Marlene E Davis,Aye
93,07/14/2017,20,Cara Spencer,Aye
93,07/14/2017,21,John Collins-Muhammad,Aye
93,07/14/2017,22,Jeffrey L Boyd,Aye
93,07/14/2017,23,Joseph Vaccaro,Aye
93,07/14/2017,24,Scott Ogilvie,Aye
93,07/14/2017,25,Shane Cohn,Aye
93,07/14/2017,26,Frank Williamson,Aye
93,07/14/2017,President,Lewis E Reed,Aye
